text,label,n_chars,n_words,type_token_ratio,avg_word_len,exclamation_count,question_count,ellipsis_count,quote_count,fear_word_rate
"Tucker looked through the window next to the door, but the house was completely dark. He called out to her, but still, there was no answer. He ran around to the side of the house, and even to the back door, but he couldn’t see or hear anything. She was gone. After waiting almost an hour on her doorstep, Tucker scribbled a note on some mail using a pen he happened to have in his truck. When he got home, he waited for hours. But she never called him. Finally, he decided to call her and really lay into her. “Hello?”
“Hi, this is Tucker. May I speak to Abby?”
“I’m sorry Tuck, she isn’t home. In fact, I thought she would be with you.”
“No ma’am, I haven’t seen her since we talked earlier.”
“Well that’s strange; I wonder where she could be.”
Tucker paused for a moment. Then:
“I don’t mean to alarm you ma’am, but I think you should call the police.”
It was Wendy all over again. Abby had simply vanished, and no one knew why. Some people wondered if she had gone to find Wendy, others were convinced that her disappearance was linked to the other disappearances happening around town. But a smaller percentage, including Tucker, believed that a certain killer was the culprit. And Tucker was determined to find out if his suspicions were true. Tucker wasn’t the only one who wanted answers. Abby’s parents were sick with worry, and they exhausted every resource possible in order to find her. They called the police station daily demanding any news that they had.",human,1468.0,278.0,0.5899280575539568,4.079136690647482,0.0,2.0,0.0,12.0,0.014388489208633094
"I’m taking advantage of the naive people out there who are probably just looking for a sense of purpose in life – all so I can make a quick buck. But I’d like to think most people know it’s bullshit and purchase my listing just to see what I’ll send them. Besides, I’m a bachelor right out of college. So long as I can make a small dent in my phone bill and eat a packet of ramen each night, I’ll sleep just fine. As you might imagine, I receive quite a bit of hate-mail. I’ve learned to ignore angry emails and private messages on the auction sites. As soon as I see that it’s from one of my customers, it gets deleted. I do, however, receive the occasional snail mail. It’s unavoidable, as my PO Box is listed on all of the envelopes I send out. It would be pretty easy for me to toss these letters in the trash with the rest of my junk mail, but I never can. Something about receiving a physical letter from someone, good or bad, compels me to read it. I feel that anyone who takes the time to write one deserves to have their voice heard, even if I don’t really care for what they have to say. The more physical letters I receive, the more amused I am by them. To paint a better picture, here are a few of my favorite quotes from the “fan mail” I’ve received over the years:
“You’re nothing but a glorified fortune cookie service.”
“You’ll rot in hell for the sins you’ve committed.",human,1386.0,283.0,0.5830388692579506,3.7738515901060072,0.0,0.0,0.0,5.0,0.0035335689045936395
"I was paralyzed, my body betraying me. I literally felt heavier, like I was carrying a 40 pounds that was hindering any movement. I felt cold chills clutch my spine and yank relentless as the breathing grew louder like a terrifying game of Marco Polo. I know what you’re thinking: You weren’t in the room. It didn’t matter, whatever was in Kylie’s room had a presence that invaded all occupying space, even the floor between us. It was then I realized the bedsheets were beginning to move, the breathing turning into a series of low growls. I decided for some unknown reason to mute my microphone. I don’t know why I did this, some hope that I could separate myself from the powerful unseen entity in Kylie’s room. The springs began to squeak. But the breath was louder than before. Fear overtook me as I become certain I was going to see a face which would suck life from me. “I caught you!” I screamed realizing the voice was beside me which caused Kylie to jump back from me. She gave me a confused look as she stood over my shoulder. I had fallen from my desk chair, tumbled over and tangled in extension cords and various chargers. She helped me up apologizing. I felt a small relief as I got back in my chair, a relief that left as quick as it came. Both of us were staring at the screen in terror. On the other side, brightened by the glow of the laptop was a man. His eyes were unnatural black brought on by the black circles painted around them.",human,1454.0,277.0,0.592057761732852,4.126353790613718,1.0,0.0,0.0,2.0,0.01444043321299639
"That it was all he could hear anymore, it’s all his mind would focus on. A week after he stopped making contact, he was found in his house, sprawled out on the floor next to an empty pill bottle and a broken bottle of jack. Other actors involved in the film just vanished, none of them seemed to want to make it as an actor after being part of “Coming Home.” The individual that was filming at the time was said to have been admitted into a psychiatric ward, his family feared he’d end up like Marcus. Alan has the only copy of the film left and all recorded footage of it has been scrubbed from the crevices of the internet. Now all Alan does is sit in his room and watch the scene on loop until he passes out. He is so hypnotically drawn into it that I can barely get him to eat or drink. I don’t think he’s coming back from whatever he’s dealing with. I can’t imagine what all this must have done to him. Since he’s always playing the footage I’ve had to get used to the noise bouncing through the vents on quiet nights. Some nights I hear Alan whispering back to the footage. I think it’s driving me a bit mad too. One night when he was whispering I got up to go check on him and when I opened his door, the room was dark. The laptop was off and Alan was laying still in bed but I still heard the babies cries, but they weren’t coming from the room. I knew where they were coming from. I quickly left the room that night making damn sure… …not to look at the vent.",human,1468.0,301.0,0.5448504983388704,3.7906976744186047,0.0,0.0,0.0,2.0,0.013289036544850499
"Empty, yet fierce. Angry in shape but when directed at me I felt like I was feeling the excruciating fear of a thousand tortured souls, as if I could feel the agony of each poor soul before me. It stared, flames raging around it. Then it lifted an arm and directed that fiery spear of an arm toward my very heart. I felt it as real as anything. I felt the burning fury of the sun scorching my chest. That was the point I had blacked out. The following few days I wasn’t myself at all. My parents were worried, I was avoiding anything that could be linked with fire as best I could. I couldn’t concentrate all morning at work, and half the staff was off on holiday or ill-meaning my workload was increased. However, it was now Friday and I knew the fire alarm tests happen at work on Fridays. The alarm itself wouldn’t have frightened me, but it was to warn of fire, and what if it wasn’t a test this time? I had become certain that the “Flame Dancer” as I had named it, was after me. I watched the clock nervously as the seconds ticked closer to 10:00 am when the bell would sound. I couldn’t relax or focus, I kept trying to tell myself that the whole thing was just a stupid hallucination playing on my mind but it wasn’t that simple. The burning, the glare, and the raw panic I felt were all very real.",human,1305.0,258.0,0.5465116279069767,3.9224806201550386,0.0,1.0,0.0,2.0,0.003875968992248062
"The opposite wall, lined with shelves, held jar after jar of body parts in formaldehyde and even then one could be forgiven for thinking it might just be a mortuary. However, when the mounted hand-cuffs, leather strapped beds and variety of harnesses and hooks come into view it becomes painfully clear that one is in the belly of the beast. Mena still couldn’t bring herself to look at the butcher’s corner of the room despite her lengthy stay in it. “How in the hell are you making that much noise?” She was genuinely curious since he was chained to a stone wall. Of course, he couldn’t answer with ball-gag in his mouth, but he certainly tried; spittle and snot flying off to the side. “Hold on…hold on,” she made her way over to him, “that’s disgusting. Just stop.” Mena didn’t want to touch the ball-gag at all; it was gross, but they needed to talk and it wasn’t going to work this way. She reached around to the back of his head and unsnapped the S&M device. “I have to pee!” he screamed at her. “So pee.” She replied. “You bitch,” he hissed at her and lunged forward as far as he could, snapping his teeth together. Mena did not flinch and he seemed to change his tune quickly. “Pleeeaase? I have to pee.” Mena smiled. “Maybe I can help.” With the dull end of the fire axe still in her hand, she lunged it forward into his gut; a flood of wetness soaking his pants and spilling down into a puddle around his feet.",human,1421.0,276.0,0.5869565217391305,3.963768115942029,1.0,2.0,0.0,16.0,0.0036231884057971015
"Don’t worry about falling; they will keep you moving. If the cave you chose was short, you may notice that you don’t hit the end. If this happens, the floor will seem to level out regardless of the cave’s layout. You’ve been set on a path to the same place, and it is vital that you not open your eyes. If this doesn’t happen, don’t worry. If you had no technology and followed the previous instructions, the ritual is not for you. The fates have another destiny in mind for you, one that cannot be altered by a ritual such as this. You might hear whispering around you, may feel cool digits trailing across your back and chest. It will be so cold that it burns when they touch your bare skin. Do not react. They are simply curious to see one of bound flesh crossing through their realm. Unless you offend them, they will not do any intentional harm. Stay silent, keep your eyes closed, and continue moving forward. The whispers will grow louder as you go, angry voices rising above their whispered words, almost recognizable as English. It is especially important here that you do not react. This voices’ owners do not belong there. They are the poor souls who lost themselves in this realm, straying from the path yet not offending the hosts before they were beyond harm. That is why you must continue in a straight line. Stepping off the path will sever your soul, binding it eternally to a realm of shadow where the denizens do not want you.",human,1445.0,270.0,0.5851851851851851,4.225925925925926,0.0,0.0,0.0,0.0,0.011111111111111112
"There was nothing but woods behind him. Again, Preston sighed. Probably just for someone else. He felt a knot tighten in his chest. Preston looked up, envying all the children who talked or played together. It was times like these that he wished that he had his Pokémon game. “Pst!”
Half behind a tree and half hidden by the green shrubbery stood Hypno, with his stooped posture and swinging his pendulum. Preston smiled, and after making sure no one was watching him, edged toward the shrubbery. “Hello, little child,” Hypno said, cocking his head to the left like a bird. “Hi, Hypno,” Preston said, trying to keep his voice down. “Why did you run away yesterday?”
“I don’t like adults seeing me,” Hypno said. “Why?”
“They don’t like Pokémon.”

“Oh,” Preston said, nodding his head. No wonder why Mrs. Hinson was always trying to take away his Pokémon game. “What is your name, little child?”
“I’m Preston. Preston Michaels.”
“Well Preston,” he said. “I have something to show you.”
Hypno gestured behind him with his free hand, and then he turned and walked into the forest. Preston glanced back. As usual, everyone’s attention was everywhere but him. He turned and followed his Pokémon into the foliage. The shrubbery clung to Preston’s jeans, making him stop every so often to wrench his legs from the thicket. Hypno walked ahead, his right arm always held out swinging his pendulum. The smell of wet root made Preston’s nose wrinkle every time he broke a large weed.",human,1471.0,263.0,0.5931558935361216,4.311787072243346,1.0,3.0,0.0,24.0,0.0
"In my efforts to prove to myself that I was brave, I’d taken myself straight into harm’s way. And what was worse was that I’d taken my little brother; who I was meant to protect, along for the ride. The thing stayed just out of the weak range of the torchlight, the dim cone of light just enough to make out its outline against the trees behind it as it padded back and forth, a low warning growl rumbling continuously in its throat. I could see it only a little better than I had been able to in the house, just an outline, and the red reflection of the light in its eyes. It was powerfully built through the shoulders and forelegs, a small head on a large frame that tapered down towards its back legs. Maybe it had a tail? I couldn’t tell in the dark, all I could really see was those damn eyes. It just seemed… wrong somehow, twisted like the tree that marked the entrance to the part of the woods it seemed to live in. Pete was beginning to hyperventilate and my heart was hammering at a million miles an hour, but I knew I needed to try and stay calm to try and get us out of this mess. “Pete?” I asked, not taking my eyes off of the red eyes being reflected in front of me. “What?” he stammered. “We’re going to back away slowly, okay? Just stick with me, we’ll be fine. It doesn’t like the light”. I was praying that I was right; the thing seemed reluctant to come into the torchlight. We backed slowly out of the clearing and back down the path that we’d come in on.",human,1475.0,296.0,0.5236486486486487,3.8513513513513513,0.0,4.0,0.0,6.0,0.0033783783783783786
"For a moment, nothing happened. Then the rise coiled around the candy, closing in like a snake, and retracted. I didn’t realize how frozen I had become until my head swam from a lack of oxygen. Then I sprang into action, moving my legs to follow the retreating rise in the ground. It disappeared into a copse of trees, then vanished from sight. I stared at the plants before me. No, not plants. At least, not all of them. Broken fur rose in vertical lines along the edges of the trees. The brownish hue blended well with the bark. I wasn’t fooled. I stared up at the point where the fur stopped. It towered at least seven feet above the ground – much higher than my 5’ 2” frame. I listened. It breathed. “Look,” I offered shakily, pulling out a fistful of red gummy bears. “There’s plenty more.” I dropped them from my trembling hands onto the ground at my feet. There was a snort. Then a large head emerged from the shadows. It was covered in thick, soft, brown fur. Its two eyes, both five inches across, were jet black. Two tiny triangular ears sat atop its skull. There was no visible nose. And its razor-sharp canines would have presented an imposing threat, if it weren’t for the fact that they were misaligned in a massive, crooked underbite. “Ffffffssssnuuuuu?” it asked. Then it reached out a massive paw, clearly focused on my gummy bears. “Whoa!” I shouted, trying to look more intimidating than I felt. I stepped protectively over the candy. He snatched his paw back like I’d burned it.",human,1498.0,274.0,0.6204379562043796,4.233576642335766,1.0,1.0,0.0,9.0,0.0036496350364963502
"Forgive me if I’m curt, but I’ve had a shitty night. And honestly? I don’t see it getting any better. I don’t know where my girlfriend is. My clothes smell like fish guts. There are splinters in my hands leftover from the handle of the axe I have leaning against my desk here. Worst of all I can still hear the sound my dog made when… Let me start from the beginning. I met my girlfriend Abby when we were going to the same school in the city. A few of our mutual friends introduced us to each other and that was it. I fell hard for her and I guess she did the same for me, because after we graduated, she invited me to move in with her. The catch was it was into a place in her hometown of Darby, about two and a half hours away. She was going to rent a house from her aunt. She had a job lined up with a small outfit in town there making decent money. My diploma made it easy enough to get a job telecommuting from my home computer. Really, there was no compelling reason not to go. I really love this girl and to be honest, I had grown tired of the noise and the crowds that come with city living. Abby was worth giving country life a try. We were well into winter by the time both of our leases ran up on our separate apartments. We packed our things into a U-haul and drove it out of the city to our new house. The house is a nice place. Not big, but not tiny enough to force you to call it cozy.",human,1401.0,291.0,0.570446735395189,3.718213058419244,0.0,1.0,0.0,0.0,0.003436426116838488
"She didn’t seem too put off by my own frumpy charity shop clothes and overly friendly (desperate?) demeanour either, which was a huge relief. Her brother, Michael – a small, narrow shouldered kid with very pale skin and an awkward manner – and my own brother hit it off too after starting a conversation about video games, and went trotting off to Michael’s room immediately to play on his Xbox. I sensed the family had money – their house was bigger than ours, and a lot less shabby – and so Michael would probably have a lot of the latest games. After a nervous introduction, Katie and I soon got talking, and we sat in her kitchen swapping stories whilst her mum unpacked boxes around us. She seemed grateful that there was someone her own age in this strange, rural land; I, of course, was ecstatic. The summer went by in a happy haze: Katie and I spent most days together, wandering down to the lake for a swim, or hanging out in each other’s bedrooms, larking about online or watching movies. Our brothers, likewise, found companionship in each other, and Katie’s mum, who was from the area originally, made a friend in my own mum. When school came, Katie and I rode the bus together, and she assimilated effortlessly into our friendship group (another huge relief, as I’d been concerned that she might be a bit out of our league).",human,1337.0,242.0,0.6570247933884298,4.347107438016529,0.0,1.0,0.0,0.0,0.0
"I’m not sure when I started thinking of him again. It had been at least sixteen years. I had pretty much forgotten about him up till that point. I went about my life as a waitress and dishwasher for a small town diner. The only place to get food aside from the Jiffy-Mart and garage just up the street. The town had countless legends that involved death of some form involving creatures that most people laughed at. Late one night when only the regulars were there, everyone decided to pitch together and tell me some of the stories. I had just moved there two months before and still hadn’t had the time to listen in on the latest encounters with the local creatures. They started it off by telling me about the Rake and how it drove it’s victims to insanity by demanding impossible things from them or perching at the foot of their bed night after night waiting for them to wake up so it could kill them. I laughed it off. “That doesn’t sound that bad,” I said. “At least it was trying to get it over with.”
Nealy, the man who told the story, huffed in irritation. “Tell ‘er about the Operator.”
“The what?” I asked. “That sounds like a bad horror movie I saw once.”
“Don’t laugh.” Gina, the owner, said. “He’s real. Ever wonder why you don’t see kids in this town or why the school is shut down. He lives there. He takes children and then goes after their families. He dates back as far as anyone knows. He took the waitress you replaced and her son.”
“Uh-huh, and pigs fly.” I said.",human,1486.0,288.0,0.6041666666666666,3.986111111111111,0.0,1.0,0.0,16.0,0.017361111111111112
"The count now stands at eleven – nine being residents of Seal Cove, including the town’s Deputy Sheriff. They showed a quick clip of Sheriff Thompson, who looked more gaunt than ever. Only three bodies have been found, exhibiting what the reporter referred to as “heavy mutilation.” It doesn’t take much imagination to figure out exactly what that means. People have to know that it’s not safe anymore. That thing – whatever it is – has gotten bolder. It had to have started with Mr Dossit. He had awoken it at Loon Harbour, it seems. After that, it had lured him off somehow, made him follow it into the trees. Then it descended on his wife when she was alone and miles away from help, probably in Mr Dossit’s form. And Colby… poor innocent Colby… the thing had followed us back to Seal Cove in pursuit of him after he’d seen it at Loon Harbour. We had lured it straight to humanity. How many of these new cases are victims of the same evil? Is this all our fault? I don’t know if it will leave the woods long enough to come enter the city, but how will we know when it does? Each stranger you pass on the streets could be it in disguise. Each voice you hear on the phone could be a lie. The only safety, it seems, is to never be alone. Mr and Mrs Dossit, Colby… they had all been alone when it came for them. Maybe if I hadn’t abandoned Colby in the road that night, he’d still be alive. Tomorrow I board the bus and head back to Seal Cove for questioning by the Sheriff.",human,1473.0,287.0,0.5923344947735192,3.9825783972125435,0.0,3.0,0.0,2.0,0.017421602787456445
"The storm outside raged like a beast, its thunderous growls making the old house creak and groan as if it too were alive. I stood at the front window, the curtains billowing like a dark cloud around me, as the wind howled through the streets. Jacob's eyes, those piercing brown orbs, seemed to bore into my very soul as I gazed out at the tempestuous night.

Mason, our elderly neighbor, had warned us not to venture outside. He'd spoken of strange happenings on nights like this, when the wind was just right. But I felt compelled to disobey, to uncover the source of the unease that had settled over our small town like a shroud.

As I gazed out into the darkness, a shape began to take form, silhouetted against the flashes of lightning. Its mane, like a fiery halo",ai_base,768.0,140.0,0.7142857142857143,4.3428571428571425,0.0,0.0,0.0,0.0,0.02857142857142857
"Friday morning commute, the train lurched forward as I claimed my seat among the throngs of sleepy bodies. A beggar stood at the door, his eyes sunken, his hands cupped to receive coins. I watched him with a mix of disdain and guilt as he muttered a soft melody, his voice weaving through the murmurs of the passengers.

As we approached the next stop, I felt an itch on my palm, and I instinctively rubbed it. My hand closed around something small and metallic. I brought it out – a silver coin, its surface etched with strange symbols that seemed to writhe like living things. The beggar's eyes met mine, and for a moment, we locked gazes. His mouth twisted into a macabre grin.

The train pulled into the station, and I rose to let others pass. As I stepped off onto the platform, the beg",ai_base,791.0,145.0,0.7034482758620689,4.296551724137931,0.0,0.0,0.0,0.0,0.006896551724137931
